song_id,title,artist,track_analysis_sample_rate,track_loudness,track_tempo,track_tempo_confidence,track_time_signature,track_time_signature_confidence,track_key,track_key_confidence,track_mode,track_mode_confidence,tatum_duration_median,tatum_duration_stdev,tatum_duration_variance,segment_duration_median,segment_duration_stdev,segment_duration_variance,segment_loudness_max_median,segment_loudness_max_stdev,segment_loudness_max_variance,segment_loudness_start_median,segment_loudness_start_stdev,segment_loudness_start_variance,segment_loudness_end_median,segment_loudness_end_stdev,segment_loudness_end_variance,segment_pitches_median,segment_pitches_stdev,segment_pitches_variance,segment_timbre_median,segment_timbre_stdev,segment_timbre_variance,sections_duration_median,sections_duration_stdev,sections_duration_variance,sections_loudness_median,sections_loudness_stdev,sections_loudness_variance,sections_tempo_median,sections_tempo_stdev,sections_tempo_variance,sections_key_median,sections_key_stdev,sections_key_variance,section_mode_mean
SOGPCJI12A8C13CCA0,N Gana,Waldemar Bastos,22050.0,-14.880999999999998,110.968,0.574,4.0,1.0,2.0,0.5870000000000001,1.0,0.594,0.27015,0.003199596431373001,1.0237417323654843e-05,0.21816,0.17368628103104208,0.03016692421839413,-18.558,6.674010780902157,44.542419903598244,-25.861,5.740465090210407,32.95293945192435,0.0,1.7422437124171228,3.0354131534569984,"[0.147, 0.3485, 0.326, 0.1165, 0.1095, 0.124, 0.257, 0.185, 0.209, 0.6145, 0.2215, 0.1965]","[0.20340015602785075, 0.31740060311193713, 0.3592933242805139, 0.17705085735270035, 0.2383541628564446, 0.17084315481085824, 0.30808279770518043, 0.2771238332810795, 0.22223365553703567, 0.3487227581304726, 0.20490418465424876, 0.3060901933104442]","[0.041371623472154034, 0.10074314285582144, 0.12909169287254252, 0.031347006089326244, 0.05681270695099651, 0.02918738354572687, 0.09491501024185113, 0.07679761897239952, 0.04938779765335383, 0.1216075620381241, 0.041985724888822476, 0.0936912064408251]","[38.075500000000005, 14.648499999999999, -65.561, -30.3905, 31.6475, -26.463, -22.140500000000003, -8.258, -0.6665, 7.391500000000001, -10.9315, 10.3975]","[5.884888013622999, 33.1477666182711, 34.704042113923926, 37.34095676477151, 22.191223614853122, 29.79262869705446, 23.559900027260735, 22.232856172107603, 18.39058658834351, 16.796290193645248, 15.36138503136673, 15.677272274885803]","[34.631906932883645, 1098.7744317793677, 1204.3705390450054, 1394.3470521085355, 492.4504055244149, 887.600724680553, 555.0688892945204, 494.2998935696231, 338.21367506336014, 282.1153642691435, 235.9721500818978, 245.77686598090307]",17.32713,10.320362959963193,106.5098916253802,-16.238,7.891086486635437,62.26924593956044,111.0265,0.8172863332697134,0.6679569505494529,2.0,1.1578684470436789,1.3406593406593406,0.8571428571428571
SOSDCFG12AB0184647,006,Lena Philipsson,22050.0,-8.802,122.323,0.943,4.0,1.0,9.0,0.494,0.0,0.449,0.24517,0.001461532822458316,2.1360781911229718e-06,0.23751,0.07994341277255804,0.006390949245723595,-8.258,3.5862082153773653,12.860889364040105,-16.2335,5.148738627241071,26.509509451644263,0.0,1.7277368511627202,2.985074626865672,"[0.6944999999999999, 0.4655, 0.23, 0.2325, 0.377, 0.289, 0.24, 0.233, 0.224, 0.369, 0.208, 0.5075000000000001]","[0.33108054415878596, 0.22461212557395982, 0.2370085351442711, 0.16779502293961526, 0.2681371455134708, 0.20954639092238564, 0.2651612083158969, 0.3016527185993831, 0.32791682099747155, 0.35035965971591526, 0.24823478674196703, 0.38224971082121084]","[0.10961432672047783, 0.050450606954852296, 0.05617304573123318, 0.028155169723306016, 0.07189752880411221, 0.043909689948597265, 0.07031046639554647, 0.09099436263839861, 0.10752944149308781, 0.12275189115625193, 0.06162050934882985, 0.14611484142289932]","[47.841499999999996, 91.9535, -1.2195, 8.2025, 21.604999999999997, -33.3765, 18.5345, 10.2555, -12.259, 6.211, -6.1884999999999994, 1.1705]","[3.7955017519469223, 34.41740057147511, 62.69268496681397, 29.118759556921304, 25.62214814876929, 28.036788965339845, 25.127142259932683, 18.298503077053695, 15.570787761620437, 14.345809011685986, 14.720048586744227, 13.908136220751953]","[14.405833549032156, 1184.5574620973755, 3930.372748348182, 847.9021581337958, 656.4944757574816, 786.0615354870021, 631.3732781508949, 334.83521486094355, 242.44943151742876, 205.80223619977085, 216.67983039611073, 193.4362531349924]",17.471535,6.4745353211053,41.91960762424011,-9.263,1.4533566320762432,2.1122455,122.3145,0.10710003539876688,0.011470417582417122,9.0,2.5300393082122064,6.4010989010989015,0.42857142857142855
SOBARPM12A8C133DFF,(Looking For) The Heart Of Saturday,Shawn Colvin,22050.0,-13.661,99.394,0.453,4.0,1.0,11.0,0.7140000000000001,1.0,0.652,0.37334,0.1002143025487964,0.0100429064353417,0.25896,0.20104105624180726,0.040417506294821534,-19.807,8.593777717198266,73.85301545261345,-30.088,8.797722181445119,77.39991558189149,0.0,2.326700202988444,5.413533834586465,"[0.106, 0.206, 0.093, 0.21, 0.149, 0.133, 0.396, 0.12, 0.063, 0.039, 0.061, 0.25]","[0.1879316887821713, 0.36149831849392866, 0.1894950986523453, 0.3826267701140359, 0.34172943644304127, 0.20149699262734855, 0.34917226662112627, 0.18606731872270665, 0.276964780768625, 0.15857988748209143, 0.22620358327833992, 0.34303182343840294]","[0.03531831964851889, 0.13068103427393787, 0.035908392413262075, 0.14640324520789927, 0.11677900773167858, 0.04060103803786575, 0.1219212717773349, 0.0346210470966573, 0.07670948978621252, 0.025147580713832777, 0.05116806108796086, 0.11767083189147566]","[35.348, -13.44, -60.118, -21.968, 26.806, -20.718, -25.51, -5.555, -2.651, 0.032, -11.523, -2.106]","[8.210355037539731, 69.0402992451791, 71.59880165207635, 54.395944251145295, 31.75541754655126, 31.008497965717023, 26.13359936052096, 26.076185703669204, 17.29348479278199, 20.641906102701704, 19.369893158569443, 13.759733281344467]","[67.40992984245403, 4766.562919863878, 5126.3883980133705, 2958.9187509737067, 1008.4065435558157, 961.5269460898768, 682.9650155362216, 679.9674608522421, 299.0646162781819, 426.08828755275385, 375.1927609743953, 189.33025997373858]",16.64079,10.351689048634,107.15746615960907,-14.907,4.753757629496902,22.59821160000001,100.085,1.1519530372371964,1.3269958000000015,6.0,2.6764970322487502,7.163636363636364,0.8181818181818182
SOKOVRQ12A8C142811,Ethos of Coercion,Dying Fetus,22050.0,-6.434,92.239,0.038,4.0,0.865,2.0,0.5379999999999999,1.0,0.469,0.32486,0.032797540998820755,0.0010756786955693283,0.25544,0.2179317108827611,0.04749423060828736,-5.307,5.149231127949738,26.51458120904653,-10.5505,5.596994675021096,31.326349392214485,0.0,2.331966223009415,5.438066465256797,"[0.679, 0.5295000000000001, 0.301, 0.23, 0.226, 0.207, 0.226, 0.299, 0.4825, 0.4145, 0.491, 0.316]","[0.29955115364051277, 0.2881236171211956, 0.2415824984602646, 0.2756700684808115, 0.20140438368608155, 0.19170377463069108, 0.22957416402007605, 0.2385450653447631, 0.3155521470622882, 0.27837667287778384, 0.3444361255317206, 0.33708661600007356]","[0.0897308936473621, 0.08301521874300131, 0.05836210356230375, 0.07599398665621529, 0.04056372576797035, 0.0367503372076548, 0.052704296785516774, 0.056903748200337306, 0.09957315751561993, 0.07749357200250467, 0.1186362445713032, 0.11362738668638106]","[52.1175, 122.20949999999999, -25.5995, -27.8805, -24.739, -27.886000000000003, -30.243499999999997, 1.875, -0.774, 4.8225, -7.426, -0.39]","[5.168568299674925, 20.69336396824327, 29.179229964059957, 16.99337405588594, 19.66394566899623, 14.865154822587696, 14.911326577269117, 12.076571164987572, 10.371113923695178, 11.460123385675221, 10.71648478498856, 12.088210128835852]","[26.714098268404552, 428.21531232218877, 851.4274612954944, 288.77476180325743, 386.67075927323566, 220.97282789950225, 222.34766029397233, 145.84357110300925, 107.56000401826401, 131.33442801490008, 114.84304614689133, 146.1248241188897]",16.6669,11.030123400934773,121.66362223984888,-6.3455,6.8592413250705455,47.04919155555553,92.0315,10.278185508368896,105.64109734444438,1.5,3.4253953543107007,11.733333333333333,1.0
SOIMMJJ12AF72AD643,Rock-N-Rule,Emery,22050.0,-4.812,176.81400000000005,0.149,4.0,0.99,3.0,0.7659999999999999,0.0,0.573,0.16960999999999998,0.0028993507841592807,8.406234969605038e-06,0.27637500000000004,0.2015644763052345,0.040628238108203436,-3.7505,3.62322436299278,13.127754784584436,-9.62,5.036400083209967,25.365325798157354,0.0,2.1997067253203,4.838709677419357,"[0.4415, 0.431, 0.212, 0.366, 0.2785, 0.258, 0.288, 0.2265, 0.281, 0.202, 0.3315, 0.3065]","[0.32899389551305075, 0.32901495784395224, 0.18937190935784484, 0.3400854113150396, 0.24598110466546733, 0.2860349347385153, 0.2714550021928705, 0.22571918234516827, 0.29177963983689165, 0.23195722215363695, 0.2986373090233362, 0.33476654855814314]","[0.10823698328485216, 0.10825084248505767, 0.035861720053835804, 0.11565808698931968, 0.0605067038524436, 0.08181598389086672, 0.07368781821553133, 0.050949149278571325, 0.08513535822334621, 0.053804152909231684, 0.08918424234069958, 0.11206864203353159]","[53.071, 58.3775, -9.9455, -14.232, 10.9565, -37.4255, 3.699, 1.5845, 1.2440000000000002, 4.6625, -10.5995, -0.3425]","[4.096886380247954, 45.589351400672776, 44.2765791450517, 33.462306902576046, 21.87490107536881, 21.140934865319107, 22.122164738060683, 18.412895595499982, 15.144067733980695, 14.30473238434325, 14.18636581892741, 13.962350832210058]","[16.784478012661182, 2078.388961134025, 1960.4154607880268, 1119.7259832421887, 478.5112970571716, 446.93912697966505, 489.3901726978954, 339.0347242107827, 229.34278753139517, 204.62536858767854, 201.25297514843194, 194.9472407617169]",22.83038,10.180326572057307,103.63904911373614,-5.148,1.2365506459502578,1.5290575000000002,177.02700000000004,2.0551585975566704,4.2236768611111,3.0,1.3642254619787415,1.8611111111111112,0.2222222222222222
SOVMBTP12A8C13A8F6,La bola extra,Los Ronaldos,22050.0,-6.602,102.35,0.065,4.0,0.979,11.0,0.292,0.0,0.466,0.29287,0.006300217190757672,3.9692736650718485e-05,0.28998,0.1640255297748774,0.0269043744179292,-6.5705,5.173352099487191,26.76357194526853,-14.633500000000002,6.549210340632564,42.892156085848505,0.0,1.7964915470430476,3.2273818785971224,"[0.2115, 0.235, 0.2985, 0.188, 0.332, 0.1995, 0.249, 0.471, 0.235, 0.186, 0.154, 0.3075]","[0.26116019378588107, 0.2837829410249476, 0.25184729559545743, 0.21706301897668623, 0.34410328480701136, 0.2240235894576329, 0.2821405123789097, 0.3550514284601531, 0.2515451705393142, 0.28614499075982547, 0.2673959675435426, 0.3084709444859782]","[0.06820464681827895, 0.08053275761676888, 0.0634270602987457, 0.047116354207273246, 0.11840707061497517, 0.05018656863348205, 0.0796032687254337, 0.12606151685159522, 0.06327497282165266, 0.0818789557369406, 0.0715006034585473, 0.09515432359207145]","[49.468, 53.226, 4.9345, -9.8765, -6.242, -16.833, -12.5975, 0.066, 4.297, 2.168, -9.7805, -4.5245]","[5.399105828528556, 47.14326286672619, 45.689234812995906, 40.953048470346815, 23.75736014887365, 29.485738538463888, 20.823032337281468, 21.161726415947825, 17.267047798323876, 16.30753195546378, 16.594082111518254, 14.048301375205176]","[29.150343747651025, 2222.487233721244, 2087.5061777970773, 1677.1521790145755, 564.4121612432898, 869.4087771586546, 433.5986757194698, 447.81866490342406, 298.1509396696014, 265.9355984784723, 275.36356112381014, 197.3547715285916]",15.347595000000002,12.022207498780865,144.5334731437428,-6.7989999999999995,3.2590549915440983,10.621439437908501,101.792,1.1305856311138267,1.2782238692810497,7.0,4.382078773719725,19.20261437908497,0.4444444444444444
SOOUESZ12AB0189AFD,I Made It Over,Rev. Timothy Wright,22050.0,-7.447999999999999,167.47,0.742,4.0,0.997,1.0,0.304,1.0,0.422,0.1788,0.002447203577930677,5.9888053518367065e-06,0.198165,0.13131108013581658,0.017242599766434843,-6.4090000000000025,3.696838045644132,13.666611535721927,-13.9095,4.434483015363417,19.66463961354663,0.0,1.5649215928719031,2.4489795918367347,"[0.697, 0.7615000000000001, 0.37, 0.343, 0.286, 0.379, 0.307, 0.3495, 0.4, 0.3525, 0.407, 0.373]","[0.2647604659810776, 0.2573299541247032, 0.23064056438583327, 0.2326974195160425, 0.1953233227018908, 0.2571796163445728, 0.2249483405889934, 0.24278541563858275, 0.26034652533046243, 0.23416648043697552, 0.257001103880047, 0.24407107195906655]","[0.07009810434651736, 0.06621870528982185, 0.05319506994021571, 0.05414808904942508, 0.03815120039130696, 0.06614135506314166, 0.05060175593374178, 0.058944758046799384, 0.06778031325164512, 0.054833940560240435, 0.06604956739556271, 0.05957068816724784]","[50.0885, 57.0385, 28.4615, 1.443, 21.256500000000003, -26.999499999999998, 11.217500000000001, 3.6180000000000003, -2.146, 1.197, -8.261, 2.5199999999999996]","[3.5511523323961915, 24.752268544687098, 35.456599693002104, 31.334735894095775, 21.34394647261444, 22.056935420912456, 21.575945243241957, 15.360778388446407, 15.514503167166827, 12.548034038993917, 14.602885357190647, 14.769402427298731]","[12.610682887882913, 612.6747981083064, 1257.170461789797, 981.8656735527343, 455.56405102583045, 486.50840016230256, 465.5214131393752, 235.95351269896221, 240.6998085240295, 157.45315824374998, 213.244260755253, 218.13524805949763]",15.99213,7.698822005802269,59.27186027702526,-7.973000000000001,3.0996408191748177,9.607773207894736,167.5975,1.58133546492564,2.50062185263159,1.0,3.525844430397975,12.431578947368417,1.0
SOYNOIK12A6D4F7F3F,All For A Purpose (Speak Life Album Version),Sev Statik,22050.0,-6.904,97.809,0.957,4.0,1.0,6.0,0.474,0.0,0.349,0.393255,0.10260633240899457,0.010528059450425092,0.21964,0.08370012537073332,0.007005710987076476,-8.843,6.352656983042884,40.35625074420352,-23.413,8.370968791205753,70.07311850334071,0.0,1.8437552515890057,3.39943342776204,"[0.311, 0.286, 0.263, 0.255, 0.193, 0.226, 0.327, 0.446, 0.705, 0.325, 0.305, 0.37]","[0.2893348247575423, 0.2890068544788698, 0.2658720624251547, 0.24598788727226104, 0.23938636276174705, 0.2717660270402037, 0.2785343707263342, 0.29464611620664394, 0.3559737842556936, 0.3233772177209764, 0.3022525814865057, 0.35476862230241213]","[0.0837146408174777, 0.08352496193577064, 0.07068795357820536, 0.0605100406846706, 0.05730583067629875, 0.07385677345321673, 0.07758139567591497, 0.08681633379565913, 0.12671733507731908, 0.10457282494095975, 0.09135662301525675, 0.12586077537035154]","[45.191, 21.804, -13.312, 5.822, 38.205, -6.247, -9.336, 5.533, -2.241, 11.285, -19.802, 0.148]","[6.175437849559344, 65.86142347812523, 58.408248744667915, 81.93505344913201, 36.314189090837495, 44.44409763944813, 33.63524368403048, 43.47209943112201, 18.692224372294692, 29.85918692983877, 27.304221699030926, 14.842174961559747]","[38.136032633770135, 4337.727102564946, 3411.523521419001, 6713.35298371212, 1318.7203293251007, 1975.2778149847986, 1131.329617684112, 1889.8234289493585, 349.39925198420775, 891.5710441110546, 745.5205225898313, 220.2901575895511]",17.26259,10.117816081016064,102.37020224926728,-6.702000000000001,1.1559785307852235,1.3362863636363638,98.021,1.261577850442562,1.5915786727272758,6.0,3.042128441493793,9.254545454545452,0.3636363636363637
SOGNNYL12A6D4F910B,Raspberry Beret (LP Version),Prince & The Revolution,22050.0,-12.759,120.752,0.7170000000000001,4.0,0.995,2.0,0.552,1.0,0.684,0.248145,0.000970123357411794,9.411393285959314e-07,0.25551,0.20755799422873109,0.04308032096825397,-11.800999999999998,6.478186436008707,41.96689949968721,-20.746,7.6454750360871016,58.45328852743107,0.0,2.2222222222222223,4.938271604938271,"[0.29, 0.454, 0.385, 0.256, 0.396, 0.279, 0.39, 0.507, 0.415, 0.391, 0.259, 0.368]","[0.24139077886523655, 0.2878641890884174, 0.2866698647833561, 0.2096065090146864, 0.27980110772355166, 0.19303716323874803, 0.29912689808707854, 0.3149065788415664, 0.23408387544650966, 0.3164612591845094, 0.2161604959705627, 0.26248277660618646]","[0.05826950812116553, 0.0828657913595321, 0.08217961137490767, 0.04393488862132381, 0.07828865988332655, 0.03726334639126306, 0.08947690115919746, 0.09916615339769969, 0.054795260744057044, 0.10014772856464524, 0.046725360018239646, 0.0688972080148932]","[44.208, 87.596, 29.684, 7.735, 16.323, -18.201, -2.727, 3.496, -8.101, -1.677, -8.017, -1.477]","[6.413066658504531, 38.707389293127456, 34.56561707377407, 35.92534780588205, 21.030283611907045, 27.388610023943016, 18.44270822192327, 19.13128934145855, 13.215280852669274, 14.541083200958072, 14.602953689673862, 11.873321443515199]","[41.12742396642247, 1498.261985889718, 1194.7818836907813, 1290.630614973594, 442.27282879724595, 750.1359590436319, 340.1334865589962, 366.0062318666056, 174.64364801492712, 211.44310065718506, 213.24625646275948, 140.97576210103784]",28.750390000000003,20.16618787934882,406.67513358519517,-13.004,8.244532318018843,67.97231314285715,121.028,0.30797008203488,0.0948455714285707,2.0,4.503966505838413,20.285714285714285,0.7142857142857143
SOOLRHW12A8C142643,All of the same blood,Kreator,22050.0,-6.794,137.984,0.05,4.0,0.46,10.0,0.203,1.0,0.262,0.28549,0.0434643088084205,0.0018891461401937398,0.25222500000000003,0.19593398106037874,0.03839012493416887,-5.8095,4.565960453767515,20.847994865368847,-10.8545,4.6844271980691,21.94385817400952,0.0,1.6664903985478023,2.777190248452013,"[0.4875, 0.5275000000000001, 0.4445, 0.312, 0.2855, 0.394, 0.375, 0.4225, 0.4335, 0.4825, 0.3915, 0.3205]","[0.28875957000502017, 0.2916750142136631, 0.2913457498897648, 0.26712001136962515, 0.22538800641806134, 0.27783579212605247, 0.2668691887776084, 0.2952714835810775, 0.28392977680310433, 0.2790423744811183, 0.280837499545304, 0.2288050965852698]","[0.08338208926948414, 0.08507431391654056, 0.08488234597882938, 0.07135310047410869, 0.050799753437108054, 0.07719272738631104, 0.07121916391881879, 0.08718524901617053, 0.08061611815546064, 0.07786464675606065, 0.07886970115085865, 0.05235177222339464]","[51.321, 97.412, -5.9915, -23.570999999999998, -16.649, -30.5515, -17.642, 2.4575, -1.1355, 7.1825, -6.5675, 5.7105]","[4.321475334449973, 23.946635308859694, 27.842085821821723, 19.391274408081983, 20.8624331784956, 19.097797374753117, 16.80590874042758, 12.652303027373115, 9.63999469446762, 9.970850271387757, 10.923229381091533, 10.629494867015573]","[18.675149066259507, 573.4413426155259, 775.1817429096861, 376.0215231695352, 435.241118127194, 364.725864567127, 282.43856859158007, 160.0807718964749, 92.92949770936383, 99.41785513443331, 119.31694011194132, 112.98616112791042]",25.73994,17.190560606611804,295.5153739695936,-6.877000000000002,7.040745623575491,49.57209893589743,103.286,20.274008320937323,411.0354133974359,5.0,2.7268841992093167,7.435897435897436,0.7692307692307693
